14,2224
14,3493
14,5436
14,5741
14,6395
14,6625
14,6713
14,7882
14,8214
14,8249
14,8496
14,8553
14,9249
14,929
14,9341
14,9379
14,9421
14,9731
14,9825
14,9969
15,0281
15,0282
15,0286
15,0479
15,0771
15,0909
15,0971
15,1303
15,1326
15,1392
15,1547
15,1554
15,1741
15,192
15,2008
15,2166
15,2197
15,2206
15,2298
15,2488
15,2505
15,2635
15,292
15,3216
15,3296
15,338
15,3494
15,3504
15,3613
15,4004
15,4017
15,4123
15,4436
15,4766
15,4787
15,487
15,5004
15,503
15,5092
15,5185
15,5197
15,5238
15,5259
15,5353
15,5361
15,5397
15,5549
15,5746
15,5838
15,5839
15,5916
15,608
15,611
15,6252
15,6433
15,7049
15,7074
15,7092
15,7144
15,7171
15,7348
15,7399
15,7639
15,7717
15,7911
15,8261
15,8463
15,8622
15,8715
15,8829
15,8832
15,8975
15,9229
15,9229
15,9562
15,9654
15,9744
15,9991
16,041
16,065
16,0727
16,084
16,1431
16,1591
16,2708
16,2797
16,3502
16,3544
